"","V1","V2","V3","V4"
"377",251.903467742058,251.904174622058,251.904881502058,251.905588382058
"378",251.903486346917,251.904196991917,251.904907636917,251.905618281917
"379",251.90350496539,251.90421938539,251.90493380539,251.90564822539
"380",251.903523597345,251.904241802345,251.904960007345,251.905678212345
"381",251.903542242649,251.904264242649,251.904986242649,251.905708242649
"382",251.903560901171,251.904286706171,251.905012511171,251.905738316171
"383",251.903579572779,251.904309192779,251.905038812779,251.905768432779
"384",251.903598257343,251.904331702343,251.905065147343,251.905798592343
"385",251.903616954732,251.904354234732,251.905091514732,251.905828794732
"386",251.903635664815,251.904376789815,251.905117914815,251.905859039815
"387",251.903654387462,251.904399367462,251.905144347462,251.905889327462
"388",251.903673122544,251.904421967544,251.905170812544,251.905919657544
"389",251.903691869931,251.904444589931,251.905197309931,251.905950029931
"390",251.903710629494,251.904467234494,251.905223839494,251.905980444494
"391",251.903729401104,251.904489901104,251.905250401104,251.906010901104
"392",251.903748184634,251.904512589634,251.905276994634,251.906041399634
"393",251.903766979953,251.904535299953,251.905303619953,251.906071939953
"394",251.903785786936,251.904558031936,251.905330276936,251.906102521936
"395",251.903804605454,251.904580785454,251.905356965454,251.906133145454
"396",251.90382343538,251.90460356038,251.90538368538,251.90616381038
"397",251.903842276587,251.904626356587,251.905410436587,251.906194516587
"398",251.903861128948,251.904649173948,251.905437218948,251.906225263948
"399",251.903879992338,251.904672012338,251.905464032338,251.906256052338
"400",251.903898866631,251.904694871631,251.905490876631,251.906286881631
"401",251.9039177517,251.9047177517,251.9055177517,251.9063177517
"402",251.903936647421,251.904740652421,251.905544657421,251.906348662421
"403",251.903955553668,251.904763573668,251.905571593668,251.906379613668
"404",251.903974470317,251.904786515317,251.905598560317,251.906410605317
"405",251.903993397243,251.904809477243,251.905625557243,251.906441637243
"406",251.904012334322,251.904832459322,251.905652584322,251.906472709322
"407",251.90403128143,251.90485546143,251.90567964143,251.90650382143
"408",251.904050238445,251.904878483445,251.905706728445,251.906534973445
"409",251.904069205242,251.904901525242,251.905733845242,251.906566165242
"410",251.904088181698,251.904924586698,251.905760991698,251.906597396698
"411",251.904107167692,251.904947667692,251.905788167692,251.906628667692
"412",251.904126163101,251.904970768101,251.905815373101,251.906659978101
"413",251.904145167802,251.904993887802,251.905842607802,251.906691327802
"414",251.904164181675,251.905017026675,251.905869871675,251.906722716675
"415",251.904183204597,251.905040184597,251.905897164597,251.906754144597
"416",251.904202236449,251.905063361449,251.905924486449,251.906785611449
"417",251.904221277107,251.905086557107,251.905951837107,251.906817117107
"418",251.904240326454,251.905109771454,251.905979216454,251.906848661454
"419",251.904259384367,251.905133004367,251.906006624367,251.906880244367
"420",251.904278450728,251.905156255728,251.906034060728,251.906911865728
"421",251.904297525416,251.905179525416,251.906061525416,251.906943525416
"422",251.904316608312,251.905202813312,251.906089018312,251.906975223312
"423",251.904335699297,251.905226119297,251.906116539297,251.907006959297
"424",251.904354798253,251.905249443253,251.906144088253,251.907038733253
"425",251.904373905061,251.905272785061,251.906171665061,251.907070545061
"426",251.904393019602,251.905296144602,251.906199269602,251.907102394602
"427",251.904412141759,251.905319521759,251.906226901759,251.907134281759
"428",251.904431271415,251.905342916415,251.906254561415,251.907166206415
"429",251.904450408451,251.905366328451,251.906282248451,251.907198168451
"430",251.904469552751,251.905389757751,251.906309962751,251.907230167751
"431",251.904488704198,251.905413204198,251.906337704198,251.907262204198
"432",251.904507862676,251.905436667676,251.906365472676,251.907294277676
"433",251.904527028068,251.905460148068,251.906393268068,251.907326388068
"434",251.904546200259,251.905483645259,251.906421090259,251.907358535259
"435",251.904565379132,251.905507159132,251.906448939132,251.907390719132
"436",251.904584564573,251.905530689573,251.906476814573,251.907422939573
"437",251.904603756467,251.905554236467,251.906504716467,251.907455196467
"438",251.904622954698,251.905577799698,251.906532644698,251.907487489698
"439",251.904642159152,251.905601379152,251.906560599152,251.907519819152
"440",251.904661369715,251.905624974715,251.906588579715,251.907552184715
"441",251.904680586274,251.905648586274,251.906616586274,251.907584586274
"442",251.904699808713,251.905672213713,251.906644618713,251.907617023713
"443",251.90471903692,251.90569585692,251.90667267692,251.90764949692
"444",251.904738270782,251.905719515782,251.906700760782,251.907682005782
"445",251.904757510186,251.905743190186,251.906728870186,251.907714550186
"446",251.904776755019,251.905766880019,251.906757005019,251.907747130019
"447",251.904796005169,251.905790585169,251.906785165169,251.907779745169
"448",251.904815260524,251.905814305524,251.906813350524,251.907812395524
